suicides_no,year,country,sex,age
1,1988,Jamaica,M,35-54 years
1,1988,Jamaica,F,25-34 years
2,1990,Jamaica,M,15-24 years
1,1990,Jamaica,M,35-54 years
1,1991,Jamaica,M,55-74 years
2,2000,Jamaica,M,35-54 years
1,2000,Jamaica,M,15-24 years
2,2001,Jamaica,M,55-74 years
1,2001,Jamaica,M,25-34 years
1,2001,Jamaica,F,15-24 years
1,2001,Jamaica,M,35-54 years
2,2002,Jamaica,M,35-54 years
1,2003,Jamaica,M,25-34 years
1,2003,Jamaica,F,15-24 years
1,2004,Jamaica,M,55-74 years
13,2005,Jamaica,M,25-34 years
7,2005,Jamaica,M,55-74 years
14,2005,Jamaica,M,35-54 years
2,2005,Jamaica,M,75+ years
6,2005,Jamaica,M,15-24 years
5,2005,Jamaica,F,35-54 years
1,2005,Jamaica,F,25-34 years
1,2005,Jamaica,F,15-24 years
1,2005,Jamaica,F,5-14 years
1,2005,Jamaica,M,5-14 years
3,2009,Jamaica,M,75+ years
9,2009,Jamaica,M,25-34 years
6,2009,Jamaica,M,55-74 years
9,2009,Jamaica,M,35-54 years
5,2009,Jamaica,M,15-24 years
1,2009,Jamaica,F,55-74 years
1,2009,Jamaica,F,25-34 years
1,2009,Jamaica,F,15-24 years
1,2009,Jamaica,M,5-14 years
1,2010,Jamaica,M,25-34 years
1,2010,Jamaica,M,5-14 years
1,2010,Jamaica,M,35-54 years
4,2011,Jamaica,M,75+ years
11,2011,Jamaica,M,55-74 years
14,2011,Jamaica,M,35-54 years
7,2011,Jamaica,M,25-34 years
5,2011,Jamaica,M,15-24 years
3,2011,Jamaica,F,5-14 years
3,2011,Jamaica,M,5-14 years
1,2011,Jamaica,F,55-74 years
1,2011,Jamaica,F,15-24 years
1,2011,Jamaica,F,35-54 years
1340,1985,Japan,M,75+ years
1553,1985,Japan,F,75+ years
3763,1985,Japan,M,55-74 years
6962,1985,Japan,M,35-54 years
1982,1985,Japan,M,25-34 years
2543,1985,Japan,F,55-74 years
2582,1985,Japan,F,35-54 years
1139,1985,Japan,M,15-24 years
817,1985,Japan,F,25-34 years
491,1985,Japan,F,15-24 years
59,1985,Japan,M,5-14 years
26,1985,Japan,F,5-14 years
1488,1986,Japan,M,75+ years
1801,1986,Japan,F,75+ years
4171,1986,Japan,M,55-74 years
7298,1986,Japan,M,35-54 years
2877,1986,Japan,F,55-74 years
2057,1986,Japan,M,25-34 years
2787,1986,Japan,F,35-54 years
1263,1986,Japan,M,15-24 years
936,1986,Japan,F,25-34 years
680,1986,Japan,F,15-24 years
73,1986,Japan,M,5-14 years
53,1986,Japan,F,5-14 years
1446,1987,Japan,M,75+ years
1718,1987,Japan,F,75+ years
3988,1987,Japan,M,55-74 years
6688,1987,Japan,M,35-54 years
2938,1987,Japan,F,55-74 years
1904,1987,Japan,M,25-34 years
2496,1987,Japan,F,35-54 years
1065,1987,Japan,M,15-24 years
782,1987,Japan,F,25-34 years
569,1987,Japan,F,15-24 years
52,1987,Japan,M,5-14 years
17,1987,Japan,F,5-14 years
1490,1988,Japan,M,75+ years
1865,1988,Japan,F,75+ years
3851,1988,Japan,M,55-74 years
6087,1988,Japan,M,35-54 years
2853,1988,Japan,F,55-74 years
1736,1988,Japan,M,25-34 years
2438,1988,Japan,F,35-54 years
973,1988,Japan,M,15-24 years
721,1988,Japan,F,25-34 years
583,1988,Japan,F,15-24 years
49,1988,Japan,M,5-14 years
30,1988,Japan,F,5-14 years
1463,1989,Japan,M,75+ years
1844,1989,Japan,F,75+ years
3676,1989,Japan,M,55-74 years
5161,1989,Japan,M,35-54 years
2786,1989,Japan,F,55-74 years
1582,1989,Japan,M,25-34 years
2306,1989,Japan,F,35-54 years
928,1989,Japan,M,15-24 years
725,1989,Japan,F,25-34 years
479,1989,Japan,F,15-24 years
36,1989,Japan,M,5-14 years
27,1989,Japan,F,5-14 years
1405,1990,Japan,M,75+ years
1814,1990,Japan,F,75+ years
3654,1990,Japan,M,55-74 years
4822,1990,Japan,M,35-54 years
2607,1990,Japan,F,55-74 years
1462,1990,Japan,M,25-34 years
2184,1990,Japan,F,35-54 years
875,1990,Japan,M,15-24 years
698,1990,Japan,F,25-34 years
434,1990,Japan,F,15-24 years
30,1990,Japan,M,5-14 years
17,1990,Japan,F,5-14 years
1354,1991,Japan,M,75+ years
1687,1991,Japan,F,75+ years
3779,1991,Japan,M,55-74 years
4935,1991,Japan,M,35-54 years
2561,1991,Japan,F,55-74 years
1419,1991,Japan,M,25-34 years
2039,1991,Japan,F,35-54 years
891,1991,Japan,M,15-24 years
637,1991,Japan,F,25-34 years
442,1991,Japan,F,15-24 years
22,1991,Japan,M,5-14 years
14,1991,Japan,F,5-14 years
1423,1992,Japan,M,75+ years
1702,1992,Japan,F,75+ years
4155,1992,Japan,M,55-74 years
5269,1992,Japan,M,35-54 years
2555,1992,Japan,F,55-74 years
1501,1992,Japan,M,25-34 years
1998,1992,Japan,F,35-54 years
996,1992,Japan,M,15-24 years
633,1992,Japan,F,25-34 years
440,1992,Japan,F,15-24 years
52,1992,Japan,M,5-14 years
32,1992,Japan,F,5-14 years
1258,1993,Japan,M,75+ years
1566,1993,Japan,F,75+ years
4185,1993,Japan,M,55-74 years
5472,1993,Japan,M,35-54 years
1473,1993,Japan,M,25-34 years
2418,1993,Japan,F,55-74 years
1955,1993,Japan,F,35-54 years
974,1993,Japan,M,15-24 years
598,1993,Japan,F,25-34 years
404,1993,Japan,F,15-24 years
32,1993,Japan,M,5-14 years
18,1993,Japan,F,5-14 years
1364,1994,Japan,M,75+ years
4256,1994,Japan,M,55-74 years
1538,1994,Japan,F,75+ years
5439,1994,Japan,M,35-54 years
1631,1994,Japan,M,25-34 years
2314,1994,Japan,F,55-74 years
1147,1994,Japan,M,15-24 years
1846,1994,Japan,F,35-54 years
670,1994,Japan,F,25-34 years
463,1994,Japan,F,15-24 years
55,1994,Japan,M,5-14 years
21,1994,Japan,F,5-14 years
1358,1995,Japan,M,75+ years
4429,1995,Japan,M,55-74 years
1582,1995,Japan,F,75+ years
5507,1995,Japan,M,35-54 years
1692,1995,Japan,M,25-34 years
2426,1995,Japan,F,55-74 years
1050,1995,Japan,M,15-24 years
1984,1995,Japan,F,35-54 years
667,1995,Japan,F,25-34 years
488,1995,Japan,F,15-24 years
43,1995,Japan,M,5-14 years
23,1995,Japan,F,5-14 years
1339,1996,Japan,M,75+ years
4870,1996,Japan,M,55-74 years
1614,1996,Japan,F,75+ years
5725,1996,Japan,M,35-54 years
1690,1996,Japan,M,25-34 years
2513,1996,Japan,F,55-74 years
1036,1996,Japan,M,15-24 years
1944,1996,Japan,F,35-54 years
698,1996,Japan,F,25-34 years
474,1996,Japan,F,15-24 years
41,1996,Japan,M,5-14 years
23,1996,Japan,F,5-14 years
1429,1997,Japan,M,75+ years
5435,1997,Japan,M,55-74 years
5984,1997,Japan,M,35-54 years
1674,1997,Japan,F,75+ years
1813,1997,Japan,M,25-34 years
2570,1997,Japan,F,55-74 years
2045,1997,Japan,F,35-54 years
1011,1997,Japan,M,15-24 years
798,1997,Japan,F,25-34 years
468,1997,Japan,F,15-24 years
34,1997,Japan,M,5-14 years
19,1997,Japan,F,5-14 years
1732,1998,Japan,M,75+ years
7981,1998,Japan,M,55-74 years
8384,1998,Japan,M,35-54 years
2013,1998,Japan,F,75+ years
2462,1998,Japan,M,25-34 years
3292,1998,Japan,F,55-74 years
1453,1998,Japan,M,15-24 years
2385,1998,Japan,F,35-54 years
1050,1998,Japan,F,25-34 years
612,1998,Japan,F,15-24 years
66,1998,Japan,M,5-14 years
28,1998,Japan,F,5-14 years
1794,1999,Japan,M,75+ years
7971,1999,Japan,M,55-74 years
8340,1999,Japan,M,35-54 years
1881,1999,Japan,F,75+ years
2595,1999,Japan,M,25-34 years
3146,1999,Japan,F,55-74 years
1385,1999,Japan,M,15-24 years
2313,1999,Japan,F,35-54 years
1036,1999,Japan,F,25-34 years
581,1999,Japan,F,15-24 years
44,1999,Japan,M,5-14 years
29,1999,Japan,F,5-14 years
7988,2000,Japan,M,55-74 years
1619,2000,Japan,M,75+ years
8023,2000,Japan,M,35-54 years
1796,2000,Japan,F,75+ years
2454,2000,Japan,M,25-34 years
3032,2000,Japan,F,55-74 years
1273,2000,Japan,M,15-24 years
2172,2000,Japan,F,35-54 years
1027,2000,Japan,F,25-34 years
531,2000,Japan,F,15-24 years
58,2000,Japan,M,5-14 years
16,2000,Japan,F,5-14 years
7690,2001,Japan,M,55-74 years
1692,2001,Japan,M,75+ years
7913,2001,Japan,M,35-54 years
1689,2001,Japan,F,75+ years
2388,2001,Japan,M,25-34 years
2870,2001,Japan,F,55-74 years
1146,2001,Japan,M,15-24 years
2148,2001,Japan,F,35-54 years
1013,2001,Japan,F,25-34 years
522,2001,Japan,F,15-24 years
39,2001,Japan,M,5-14 years
22,2001,Japan,F,5-14 years
7956,2002,Japan,M,55-74 years
8202,2002,Japan,M,35-54 years
1709,2002,Japan,M,75+ years
1664,2002,Japan,F,75+ years
2444,2002,Japan,M,25-34 years
2919,2002,Japan,F,55-74 years
1131,2002,Japan,M,15-24 years
2187,2002,Japan,F,35-54 years
1005,2002,Japan,F,25-34 years
461,2002,Japan,F,15-24 years
25,2002,Japan,M,5-14 years
12,2002,Japan,F,5-14 years
8409,2003,Japan,M,55-74 years
8948,2003,Japan,M,35-54 years
1733,2003,Japan,M,75+ years
2910,2003,Japan,M,25-34 years
1643,2003,Japan,F,75+ years
3100,2003,Japan,F,55-74 years
1158,2003,Japan,M,15-24 years
2227,2003,Japan,F,35-54 years
1132,2003,Japan,F,25-34 years
556,2003,Japan,F,15-24 years
33,2003,Japan,F,5-14 years
32,2003,Japan,M,5-14 years
7895,2004,Japan,M,55-74 years
8056,2004,Japan,M,35-54 years
1876,2004,Japan,M,75+ years
2677,2004,Japan,M,25-34 years
1595,2004,Japan,F,75+ years
2941,2004,Japan,F,55-74 years
1233,2004,Japan,M,15-24 years
2045,2004,Japan,F,35-54 years
1088,2004,Japan,F,25-34 years
579,2004,Japan,F,15-24 years
27,2004,Japan,M,5-14 years
22,2004,Japan,F,5-14 years
8005,2005,Japan,M,55-74 years
8073,2005,Japan,M,35-54 years
1858,2005,Japan,M,75+ years
2862,2005,Japan,M,25-34 years
1600,2005,Japan,F,75+ years
1243,2005,Japan,M,15-24 years
2786,2005,Japan,F,55-74 years
1140,2005,Japan,F,25-34 years
2114,2005,Japan,F,35-54 years
643,2005,Japan,F,15-24 years
29,2005,Japan,M,5-14 years
16,2005,Japan,F,5-14 years
7921,2006,Japan,M,55-74 years
7436,2006,Japan,M,35-54 years
1945,2006,Japan,M,75+ years
2667,2006,Japan,M,25-34 years
1639,2006,Japan,F,75+ years
1257,2006,Japan,M,15-24 years
2866,2006,Japan,F,55-74 years
2193,2006,Japan,F,35-54 years
1133,2006,Japan,F,25-34 years
635,2006,Japan,F,15-24 years
57,2006,Japan,M,5-14 years
20,2006,Japan,F,5-14 years
8184,2007,Japan,M,55-74 years
2205,2007,Japan,M,75+ years
7599,2007,Japan,M,35-54 years
2596,2007,Japan,M,25-34 years
1691,2007,Japan,F,75+ years
1252,2007,Japan,M,15-24 years
3108,2007,Japan,F,55-74 years
2303,2007,Japan,F,35-54 years
1084,2007,Japan,F,25-34 years
596,2007,Japan,F,15-24 years
31,2007,Japan,M,5-14 years
16,2007,Japan,F,5-14 years
7894,2008,Japan,M,55-74 years
7344,2008,Japan,M,35-54 years
2132,2008,Japan,M,75+ years
2651,2008,Japan,M,25-34 years
1673,2008,Japan,F,75+ years
1343,2008,Japan,M,15-24 years
2885,2008,Japan,F,55-74 years
1203,2008,Japan,F,25-34 years
2237,2008,Japan,F,35-54 years
652,2008,Japan,F,15-24 years
41,2008,Japan,M,5-14 years
18,2008,Japan,F,5-14 years
7983,2009,Japan,M,55-74 years
7799,2009,Japan,M,35-54 years
2216,2009,Japan,M,75+ years
2657,2009,Japan,M,25-34 years
1326,2009,Japan,M,15-24 years
1649,2009,Japan,F,75+ years
2820,2009,Japan,F,55-74 years
1085,2009,Japan,F,25-34 years
2328,2009,Japan,F,35-54 years
605,2009,Japan,F,15-24 years
34,2009,Japan,M,5-14 years
21,2009,Japan,F,5-14 years
7466,2010,Japan,M,55-74 years
7351,2010,Japan,M,35-54 years
2188,2010,Japan,M,75+ years
2543,2010,Japan,M,25-34 years
1315,2010,Japan,M,15-24 years
1686,2010,Japan,F,75+ years
2879,2010,Japan,F,55-74 years
2404,2010,Japan,F,35-54 years
1008,2010,Japan,F,25-34 years
508,2010,Japan,F,15-24 years
42,2010,Japan,M,5-14 years
21,2010,Japan,F,5-14 years
6858,2011,Japan,M,55-74 years
6975,2011,Japan,M,35-54 years
2188,2011,Japan,M,75+ years
2404,2011,Japan,M,25-34 years
1304,2011,Japan,M,15-24 years
1754,2011,Japan,F,75+ years
2883,2011,Japan,F,55-74 years
2598,2011,Japan,F,35-54 years
1112,2011,Japan,F,25-34 years
616,2011,Japan,F,15-24 years
52,2011,Japan,M,5-14 years
22,2011,Japan,F,5-14 years
2262,2012,Japan,M,75+ years
6134,2012,Japan,M,55-74 years
6413,2012,Japan,M,35-54 years
2244,2012,Japan,M,25-34 years
1294,2012,Japan,M,15-24 years
1612,2012,Japan,F,75+ years
2636,2012,Japan,F,55-74 years
2242,2012,Japan,F,35-54 years
931,2012,Japan,F,25-34 years
495,2012,Japan,F,15-24 years
55,2012,Japan,M,5-14 years
20,2012,Japan,F,5-14 years
2362,2013,Japan,M,75+ years
6333,2013,Japan,M,35-54 years
5908,2013,Japan,M,55-74 years
2178,2013,Japan,M,25-34 years
1242,2013,Japan,M,15-24 years
1713,2013,Japan,F,75+ years
2604,2013,Japan,F,55-74 years
2242,2013,Japan,F,35-54 years
850,2013,Japan,F,25-34 years
467,2013,Japan,F,15-24 years
58,2013,Japan,M,5-14 years
34,2013,Japan,F,5-14 years
2254,2014,Japan,M,75+ years
5477,2014,Japan,M,55-74 years
5710,2014,Japan,M,35-54 years
2131,2014,Japan,M,25-34 years
1180,2014,Japan,M,15-24 years
1587,2014,Japan,F,75+ years
2512,2014,Japan,F,55-74 years
2158,2014,Japan,F,35-54 years
814,2014,Japan,F,25-34 years
432,2014,Japan,F,15-24 years
68,2014,Japan,M,5-14 years
34,2014,Japan,F,5-14 years
2297,2015,Japan,M,75+ years
5241,2015,Japan,M,55-74 years
5507,2015,Japan,M,35-54 years
1948,2015,Japan,M,25-34 years
1091,2015,Japan,M,15-24 years
1509,2015,Japan,F,75+ years
2292,2015,Japan,F,55-74 years
2024,2015,Japan,F,35-54 years
685,2015,Japan,F,25-34 years
408,2015,Japan,F,15-24 years
62,2015,Japan,M,5-14 years
28,2015,Japan,F,5-14 years
82,1990,Kazakhstan,M,75+ years
925,1990,Kazakhstan,M,35-54 years
356,1990,Kazakhstan,M,55-74 years
602,1990,Kazakhstan,M,25-34 years
85,1990,Kazakhstan,F,75+ years
375,1990,Kazakhstan,M,15-24 years
188,1990,Kazakhstan,F,55-74 years
170,1990,Kazakhstan,F,15-24 years
225,1990,Kazakhstan,F,35-54 years
104,1990,Kazakhstan,F,25-34 years
53,1990,Kazakhstan,M,5-14 years
7,1990,Kazakhstan,F,5-14 years
74,1991,Kazakhstan,M,75+ years
866,1991,Kazakhstan,M,35-54 years
354,1991,Kazakhstan,M,55-74 years
621,1991,Kazakhstan,M,25-34 years
91,1991,Kazakhstan,F,75+ years
405,1991,Kazakhstan,M,15-24 years
166,1991,Kazakhstan,F,55-74 years
139,1991,Kazakhstan,F,15-24 years
185,1991,Kazakhstan,F,35-54 years
104,1991,Kazakhstan,F,25-34 years
66,1991,Kazakhstan,M,5-14 years
11,1991,Kazakhstan,F,5-14 years
64,1992,Kazakhstan,M,75+ years
925,1992,Kazakhstan,M,35-54 years
390,1992,Kazakhstan,M,55-74 years
676,1992,Kazakhstan,M,25-34 years
453,1992,Kazakhstan,M,15-24 years
84,1992,Kazakhstan,F,75+ years
194,1992,Kazakhstan,F,55-74 years
217,1992,Kazakhstan,F,35-54 years
144,1992,Kazakhstan,F,15-24 years
132,1992,Kazakhstan,F,25-34 years
63,1992,Kazakhstan,M,5-14 years
14,1992,Kazakhstan,F,5-14 years
77,1993,Kazakhstan,M,75+ years
545,1993,Kazakhstan,M,55-74 years
1146,1993,Kazakhstan,M,35-54 years
772,1993,Kazakhstan,M,25-34 years
574,1993,Kazakhstan,M,15-24 years
69,1993,Kazakhstan,F,75+ years
229,1993,Kazakhstan,F,55-74 years
173,1993,Kazakhstan,F,15-24 years
219,1993,Kazakhstan,F,35-54 years
119,1993,Kazakhstan,F,25-34 years
76,1993,Kazakhstan,M,5-14 years
20,1993,Kazakhstan,F,5-14 years
94,1994,Kazakhstan,M,75+ years
599,1994,Kazakhstan,M,55-74 years
1246,1994,Kazakhstan,M,35-54 years
735,1994,Kazakhstan,M,25-34 years
520,1994,Kazakhstan,M,15-24 years
91,1994,Kazakhstan,F,75+ years
198,1994,Kazakhstan,F,55-74 years
149,1994,Kazakhstan,F,15-24 years
198,1994,Kazakhstan,F,35-54 years
128,1994,Kazakhstan,F,25-34 years
50,1994,Kazakhstan,M,5-14 years
16,1994,Kazakhstan,F,5-14 years
76,1995,Kazakhstan,M,75+ years
737,1995,Kazakhstan,M,55-74 years
1523,1995,Kazakhstan,M,35-54 years
887,1995,Kazakhstan,M,25-34 years
622,1995,Kazakhstan,M,15-24 years
86,1995,Kazakhstan,F,75+ years
208,1995,Kazakhstan,F,55-74 years
216,1995,Kazakhstan,F,35-54 years
145,1995,Kazakhstan,F,15-24 years
130,1995,Kazakhstan,F,25-34 years
61,1995,Kazakhstan,M,5-14 years
15,1995,Kazakhstan,F,5-14 years
1630,1996,Kazakhstan,M,35-54 years
731,1996,Kazakhstan,M,55-74 years
64,1996,Kazakhstan,M,75+ years
879,1996,Kazakhstan,M,25-34 years
635,1996,Kazakhstan,M,15-24 years
54,1996,Kazakhstan,F,75+ years
211,1996,Kazakhstan,F,55-74 years
223,1996,Kazakhstan,F,35-54 years
158,1996,Kazakhstan,F,15-24 years
121,1996,Kazakhstan,F,25-34 years
57,1996,Kazakhstan,M,5-14 years
10,1996,Kazakhstan,F,5-14 years
740,1997,Kazakhstan,M,55-74 years
1577,1997,Kazakhstan,M,35-54 years
810,1997,Kazakhstan,M,25-34 years
50,1997,Kazakhstan,M,75+ years
651,1997,Kazakhstan,M,15-24 years
59,1997,Kazakhstan,F,75+ years
164,1997,Kazakhstan,F,55-74 years
175,1997,Kazakhstan,F,15-24 years
216,1997,Kazakhstan,F,35-54 years
131,1997,Kazakhstan,F,25-34 years
53,1997,Kazakhstan,M,5-14 years
16,1997,Kazakhstan,F,5-14 years
692,1998,Kazakhstan,M,55-74 years
1459,1998,Kazakhstan,M,35-54 years
58,1998,Kazakhstan,M,75+ years
727,1998,Kazakhstan,M,25-34 years
594,1998,Kazakhstan,M,15-24 years
63,1998,Kazakhstan,F,75+ years
160,1998,Kazakhstan,F,55-74 years
138,1998,Kazakhstan,F,25-34 years
152,1998,Kazakhstan,F,15-24 years
205,1998,Kazakhstan,F,35-54 years
54,1998,Kazakhstan,M,5-14 years
11,1998,Kazakhstan,F,5-14 years
567,1999,Kazakhstan,M,55-74 years
1331,1999,Kazakhstan,M,35-54 years
55,1999,Kazakhstan,M,75+ years
717,1999,Kazakhstan,M,25-34 years
609,1999,Kazakhstan,M,15-24 years
59,1999,Kazakhstan,F,75+ years
152,1999,Kazakhstan,F,55-74 years
120,1999,Kazakhstan,F,25-34 years
198,1999,Kazakhstan,F,35-54 years
124,1999,Kazakhstan,F,15-24 years
49,1999,Kazakhstan,M,5-14 years
10,1999,Kazakhstan,F,5-14 years
1527,2000,Kazakhstan,M,35-54 years
586,2000,Kazakhstan,M,55-74 years
852,2000,Kazakhstan,M,25-34 years
47,2000,Kazakhstan,M,75+ years
623,2000,Kazakhstan,M,15-24 years
56,2000,Kazakhstan,F,75+ years
147,2000,Kazakhstan,F,55-74 years
169,2000,Kazakhstan,F,15-24 years
234,2000,Kazakhstan,F,35-54 years
122,2000,Kazakhstan,F,25-34 years
47,2000,Kazakhstan,M,5-14 years
18,2000,Kazakhstan,F,5-14 years
1519,2001,Kazakhstan,M,35-54 years
582,2001,Kazakhstan,M,55-74 years
843,2001,Kazakhstan,M,25-34 years
51,2001,Kazakhstan,M,75+ years
660,2001,Kazakhstan,M,15-24 years
53,2001,Kazakhstan,F,75+ years
158,2001,Kazakhstan,F,15-24 years
119,2001,Kazakhstan,F,55-74 years
197,2001,Kazakhstan,F,35-54 years
110,2001,Kazakhstan,F,25-34 years
64,2001,Kazakhstan,M,5-14 years
21,2001,Kazakhstan,F,5-14 years
582,2002,Kazakhstan,M,55-74 years
1414,2002,Kazakhstan,M,35-54 years
825,2002,Kazakhstan,M,25-34 years
53,2002,Kazakhstan,M,75+ years
621,2002,Kazakhstan,M,15-24 years
52,2002,Kazakhstan,F,75+ years
119,2002,Kazakhstan,F,55-74 years
160,2002,Kazakhstan,F,15-24 years
129,2002,Kazakhstan,F,25-34 years
198,2002,Kazakhstan,F,35-54 years
67,2002,Kazakhstan,M,5-14 years
20,2002,Kazakhstan,F,5-14 years
938,2003,Kazakhstan,M,25-34 years
530,2003,Kazakhstan,M,55-74 years
1386,2003,Kazakhstan,M,35-54 years
60,2003,Kazakhstan,M,75+ years
652,2003,Kazakhstan,M,15-24 years
60,2003,Kazakhstan,F,75+ years
139,2003,Kazakhstan,F,55-74 years
157,2003,Kazakhstan,F,15-24 years
202,2003,Kazakhstan,F,35-54 years
114,2003,Kazakhstan,F,25-34 years
67,2003,Kazakhstan,M,5-14 years
16,2003,Kazakhstan,F,5-14 years
967,2004,Kazakhstan,M,25-34 years
1427,2004,Kazakhstan,M,35-54 years
75,2004,Kazakhstan,M,75+ years
441,2004,Kazakhstan,M,55-74 years
735,2004,Kazakhstan,M,15-24 years
61,2004,Kazakhstan,F,75+ years
177,2004,Kazakhstan,F,15-24 years
131,2004,Kazakhstan,F,25-34 years
101,2004,Kazakhstan,F,55-74 years
208,2004,Kazakhstan,F,35-54 years
57,2004,Kazakhstan,M,5-14 years
14,2004,Kazakhstan,F,5-14 years
868,2005,Kazakhstan,M,25-34 years
1225,2005,Kazakhstan,M,35-54 years
402,2005,Kazakhstan,M,55-74 years
61,2005,Kazakhstan,M,75+ years
635,2005,Kazakhstan,M,15-24 years
54,2005,Kazakhstan,F,75+ years
126,2005,Kazakhstan,F,25-34 years
153,2005,Kazakhstan,F,15-24 years
100,2005,Kazakhstan,F,55-74 years
177,2005,Kazakhstan,F,35-54 years
78,2005,Kazakhstan,M,5-14 years
24,2005,Kazakhstan,F,5-14 years
944,2006,Kazakhstan,M,25-34 years
1225,2006,Kazakhstan,M,35-54 years
71,2006,Kazakhstan,M,75+ years
436,2006,Kazakhstan,M,55-74 years
657,2006,Kazakhstan,M,15-24 years
53,2006,Kazakhstan,F,75+ years
181,2006,Kazakhstan,F,15-24 years
106,2006,Kazakhstan,F,55-74 years
121,2006,Kazakhstan,F,25-34 years
190,2006,Kazakhstan,F,35-54 years
68,2006,Kazakhstan,M,5-14 years
24,2006,Kazakhstan,F,5-14 years
919,2007,Kazakhstan,M,25-34 years
77,2007,Kazakhstan,M,75+ years
1275,2007,Kazakhstan,M,35-54 years
412,2007,Kazakhstan,M,55-74 years
648,2007,Kazakhstan,M,15-24 years
50,2007,Kazakhstan,F,75+ years
203,2007,Kazakhstan,F,15-24 years
140,2007,Kazakhstan,F,25-34 years
210,2007,Kazakhstan,F,35-54 years
88,2007,Kazakhstan,F,55-74 years
89,2007,Kazakhstan,M,5-14 years
30,2007,Kazakhstan,F,5-14 years
86,2008,Kazakhstan,M,75+ years
860,2008,Kazakhstan,M,25-34 years
1178,2008,Kazakhstan,M,35-54 years
383,2008,Kazakhstan,M,55-74 years
657,2008,Kazakhstan,M,15-24 years
47,2008,Kazakhstan,F,75+ years
239,2008,Kazakhstan,F,15-24 years
152,2008,Kazakhstan,F,25-34 years
217,2008,Kazakhstan,F,35-54 years
93,2008,Kazakhstan,F,55-74 years
66,2008,Kazakhstan,M,5-14 years
19,2008,Kazakhstan,F,5-14 years
848,2009,Kazakhstan,M,25-34 years
1181,2009,Kazakhstan,M,35-54 years
60,2009,Kazakhstan,M,75+ years
380,2009,Kazakhstan,M,55-74 years
608,2009,Kazakhstan,M,15-24 years
42,2009,Kazakhstan,F,75+ years
214,2009,Kazakhstan,F,15-24 years
145,2009,Kazakhstan,F,25-34 years
192,2009,Kazakhstan,F,35-54 years
99,2009,Kazakhstan,F,55-74 years
43,2009,Kazakhstan,M,5-14 years
26,2009,Kazakhstan,F,5-14 years
72,2010,Kazakhstan,M,75+ years
808,2010,Kazakhstan,M,25-34 years
1118,2010,Kazakhstan,M,35-54 years
389,2010,Kazakhstan,M,55-74 years
528,2010,Kazakhstan,M,15-24 years
39,2010,Kazakhstan,F,75+ years
193,2010,Kazakhstan,F,15-24 years
140,2010,Kazakhstan,F,25-34 years
88,2010,Kazakhstan,F,55-74 years
160,2010,Kazakhstan,F,35-54 years
49,2010,Kazakhstan,M,5-14 years
25,2010,Kazakhstan,F,5-14 years
778,2011,Kazakhstan,M,25-34 years
64,2011,Kazakhstan,M,75+ years
1062,2011,Kazakhstan,M,35-54 years
358,2011,Kazakhstan,M,55-74 years
493,2011,Kazakhstan,M,15-24 years
44,2011,Kazakhstan,F,75+ years
171,2011,Kazakhstan,F,15-24 years
128,2011,Kazakhstan,F,25-34 years
166,2011,Kazakhstan,F,35-54 years
78,2011,Kazakhstan,F,55-74 years
38,2011,Kazakhstan,M,5-14 years
21,2011,Kazakhstan,F,5-14 years
716,2012,Kazakhstan,M,25-34 years
1074,2012,Kazakhstan,M,35-54 years
60,2012,Kazakhstan,M,75+ years
368,2012,Kazakhstan,M,55-74 years
426,2012,Kazakhstan,M,15-24 years
40,2012,Kazakhstan,F,75+ years
131,2012,Kazakhstan,F,15-24 years
181,2012,Kazakhstan,F,35-54 years
111,2012,Kazakhstan,F,25-34 years
93,2012,Kazakhstan,F,55-74 years
33,2012,Kazakhstan,M,5-14 years
7,2012,Kazakhstan,F,5-14 years
78,2013,Kazakhstan,M,75+ years
1142,2013,Kazakhstan,M,35-54 years
733,2013,Kazakhstan,M,25-34 years
393,2013,Kazakhstan,M,55-74 years
449,2013,Kazakhstan,M,15-24 years
48,2013,Kazakhstan,F,75+ years
182,2013,Kazakhstan,F,15-24 years
136,2013,Kazakhstan,F,25-34 years
193,2013,Kazakhstan,F,35-54 years
89,2013,Kazakhstan,F,55-74 years
42,2013,Kazakhstan,M,5-14 years
